Location,State,Lat,Long
HIGHLANDS,TX,29.81,-95.05
HILLISTER,TX,30.66,-94.38
HITCHCOCK,TX,29.31,-95.01
BAYOU VISTA,TX,29.31,-95.01
HOCKLEY,TX,30.04,-95.81
HOCKLEY MINE,TX,30.04,-95.81
NORTH HOUSTON,TX,29.95,-95.34
HOUSTON,TX,29.76,-95.38
CLUTCH CITY,TX,29.76,-95.38
W UNIV PL,TX,29.76,-95.38
WEST UNIVERSITY PLACE,TX,29.76,-95.38
SOUTHSIDE PLACE,TX,29.76,-95.38
HEIGHTS,TX,29.76,-95.38
HOUSTON HEIGHTS,TX,29.76,-95.38
CLOVERLEAF,TX,29.76,-95.38
GREENS BAYOU,TX,29.76,-95.38
PINEY POINT,TX,29.76,-95.38
PINEY POINT VILLAGE,TX,29.76,-95.38
BUNKER HILL VILLAGE,TX,29.76,-95.38
HEDWIG VILLAGE,TX,29.76,-95.38
HUNTERS CREEK VILLAGE,TX,29.76,-95.38
MEMORIAL PARK,TX,29.76,-95.38
SPRING VALLEY,TX,29.76,-95.38
ASTRODOME,TX,29.76,-95.38
ASTROWORLD,TX,29.76,-95.38
SHELDON,TX,29.76,-95.38
JACINTO CITY,TX,29.76,-95.38
V A HOSPITAL,TX,29.76,-95.38
SHARPSTOWN,TX,29.76,-95.38
ALDINE,TX,29.76,-95.38
JERSEY VILLAGE,TX,29.76,-95.38
JERSEY VLG,TX,29.76,-95.38
BAMMEL,TX,29.76,-95.38
KOHRVILLE,TX,29.76,-95.38
SATSUMA,TX,29.76,-95.38
TRAMMELLS,TX,29.76,-95.38
GREENWAY PLAZA,TX,29.76,-95.38
GRIDIRON,TX,29.76,-95.38
HILSHIRE VILLAGE,TX,29.76,-95.38
CLEAR LAKE CITY,TX,29.76,-95.38
LYNDON B JOHNSON SPACE CEN,TX,29.76,-95.38
NASSAU BAY,TX,29.76,-95.38
ADDICKS,TX,29.76,-95.38
ADDICKS BARKER,TX,29.76,-95.38
U S P S OFFICIAL,TX,29.76,-95.38
UNIVERSITY OF HOUSTON,TX,29.76,-95.38
ELLINGTON FIELD,TX,29.76,-95.38
CHASE BANK,TX,29.76,-95.38
CHASE BANK TEXAS,TX,29.76,-95.38
CHASE BANK OF TX,TX,29.76,-95.38
HUFFMAN,TX,30.06,-95.09
HULL,TX,30.13,-94.65
KINGWOOD,TX,29.99,-95.26
HUMBLE,TX,29.99,-95.26
BORDERSVILLE,TX,29.99,-95.26
ATASCOCITA,TX,29.99,-95.26
HUNGERFORD,TX,29.39,-96.08
HUNTSVILLE,TX,30.71,-95.54
CRABBS PRAIRIE,TX,30.71,-95.54
PHELPS,TX,30.71,-95.54
SAM HOUSTON STATE UNIV,TX,30.71,-95.54
TX STATE PRISON,TX,30.71,-95.54
IOLA,TX,30.73,-96.07
KATY,TX,29.79,-95.82
PARK ROW,TX,29.79,-95.82
KEMAH,TX,29.52,-95.02
CLEAR LAKE SHORES,TX,29.52,-95.02
CLEAR LK SHRS,TX,29.52,-95.02
KENDLETON,TX,29.44,-96
POWELL POINT,TX,29.44,-96
KENNEY,TX,30.04,-96.29
KOUNTZE,TX,30.37,-94.31
HONEY ISLAND,TX,30.37,-94.31
KURTEN,TX,30.75,-96.33
LAKE JACKSON,TX,29.04,-95.44
LA MARQUE,TX,29.36,-94.99
LANE CITY,TX,29.19,-95.99
HAID,TX,29.19,-95.99
LA PORTE,TX,29.66,-95.04
SHOREACRES,TX,29.66,-95.04
LOMAX,TX,29.66,-95.04
MORGANS POINT,TX,29.66,-95.04
SYLVAN BEACH,TX,29.66,-95.04
LEAGUE CITY,TX,29.48,-95.1
LEGGETT,TX,30.84,-94.85
SEVEN OAKS,TX,30.84,-94.85
LIBERTY,TX,30.04,-94.79
AMES,TX,30.04,-94.79
MOSS BLUFF,TX,30.04,-94.79
MOSS HILL,TX,30.04,-94.79
LISSIE,TX,29.57,-96.2
LIVERPOOL,TX,29.29,-95.27
LIVINGSTON,TX,30.7,-94.93
SEGNO,TX,30.7,-94.93
ALA COUSHATTA IND RES,TX,30.7,-94.93
ESCAPEES,TX,30.7,-94.93
ESCAPEES RV CLUB,TX,30.7,-94.93
LOUISE,TX,29.18,-96.42
PROVIDENT CITY,TX,29.18,-96.42
LYONS,TX,30.38,-96.56
MADISONVILLE,TX,30.95,-95.9
CONNOR,TX,30.95,-95.9
MAGNOLIA,TX,30.21,-95.74
DECKER PR,TX,30.21,-95.74
DECKER PRAIRIE,TX,30.21,-95.74
SPRING,TX,30.21,-95.74
STAGECOACH,TX,30.21,-95.74
MANVEL,TX,29.48,-95.35
MARKHAM,TX,28.96,-96.06
MARQUEZ,TX,31.23,-96.25
VANETIA,TX,31.23,-96.25
MATAGORDA,TX,28.8,-95.89
MAURICEVILLE,TX,30.21,-93.87
MIDFIELD,TX,28.94,-96.25
MILLICAN,TX,30.46,-96.2
MISSOURI CITY,TX,29.57,-95.53
SIENNA PLANT,TX,29.57,-95.53
SIENNA PLANTATION,TX,29.57,-95.53
MONTGOMERY,TX,30.39,-95.69
MUMFORD,TX,30.72,-96.56
NADA,TX,29.42,-96.39
NAVASOTA,TX,30.38,-96.08
WHITE HALL,TX,30.38,-96.08
NEDERLAND,TX,29.97,-93.99
NEEDVILLE,TX,29.39,-95.83
FAIRCHILDS,TX,29.39,-95.83
LONG POINT,TX,29.39,-95.83
NEW BADEN,TX,31.05,-96.4
NEW CANEY,TX,30.15,-95.18
ROMAN FOREST,TX,30.15,-95.18
WOODBRANCH,TX,30.15,-95.18
NEW WAVERLY,TX,30.53,-95.48
NOME,TX,30.03,-94.41
NORMANGEE,TX,31.03,-96.11
HILLTOP LAKES,TX,31.03,-96.11
NORTH ZULCH,TX,30.93,-96.08
OAKHURST,TX,30.74,-95.3
OLD OCEAN,TX,29.19,-95.72
ONALASKA,TX,30.8,-95.1
ORANGE,TX,30.1,-93.75
WEST ORANGE,TX,30.1,-93.75
ORANGEFIELD,TX,30.03,-93.89
ORCHARD,TX,29.6,-95.96
PALACIOS,TX,28.71,-96.23
PASADENA,TX,29.66,-95.15
GOLDEN ACRES,TX,29.66,-95.15
PEARLAND,TX,29.55,-95.27
BROOKSIDE VILLAGE,TX,29.55,-95.27
BROOKSIDE VL,TX,29.55,-95.27
PIERCE,TX,29.22,-96.18
PINEHURST,TX,30.18,-95.7
PLANTERSVILLE,TX,30.3,-95.84
TODD MISSION,TX,30.3,-95.84
PLEDGER,TX,29.17,-95.89
POINTBLANK,TX,30.76,-95.25
PORT ARTHUR,TX,29.89,-93.92
PORT ACRES,TX,29.89,-93.92
GRIFFING,TX,29.89,-93.92
GRIFFING PARK,TX,29.89,-93.92
PEAR RIDGE,TX,29.89,-93.92
PT ACRES,TX,29.89,-93.92
SABINE,TX,29.89,-93.92
WEST PORT ARTHUR,TX,29.89,-93.92
GILCHRIST,TX,29.5,-94.51
CAPLEN,TX,29.5,-94.51
PORT BOLIVAR,TX,29.5,-94.51
CRYSTAL BEACH,TX,29.48,-94.57
BOLIVAR,TX,29.48,-94.57
PORTER,TX,30.1,-95.29
DOGWOOD ACRES,TX,30.1,-95.29
SORTERS,TX,30.1,-95.29
TIMBERLANE ACRES,TX,30.1,-95.29
WOODY ACRES,TX,30.1,-95.29
PORT NECHES,TX,29.97,-93.94
RAYWOOD,TX,29.99,-94.74
RICHARDS,TX,30.54,-95.86
RICHMOND,TX,29.58,-95.76
BOOTH,TX,29.58,-95.76
CLODINE,TX,29.58,-95.76
ROSENBERG,TX,29.58,-95.76
CRABB,TX,29.58,-95.76
PLEAK,TX,29.58,-95.76
RIVERSIDE,TX,30.84,-95.39
ROCK ISLAND,TX,29.56,-96.59
ROMAYOR,TX,30.31,-94.76
ROSHARON,TX,29.37,-95.45
ARCOLA,TX,29.37,-95.45
IOWA COLONY,TX,29.37,-95.45
SANDY POINT,TX,29.37,-95.45
RYE,TX,30.31,-94.76
SABINE PASS,TX,29.73,-93.89
SAN FELIPE,TX,29.79,-96.1
SANTA FE,TX,29.38,-95.09
ALTA LOMA,TX,29.38,-95.09
ARCADIA,TX,29.38,-95.09
SARATOGA,TX,30.28,-94.52
SEABROOK,TX,29.56,-95.02
EL LAGO,TX,29.56,-95.02
TAYLOR LAKE VILLAGE,TX,29.56,-95.02
TAYLOR LK VLG,TX,29.56,-95.02
TIMBER COVE,TX,29.56,-95.02
TOD,TX,29.56,-95.02
SEALY,TX,29.77,-96.15
FRYDEK,TX,29.77,-96.15
MILLHEIM,TX,29.77,-96.15
PETERS,TX,29.77,-96.15
SHEPHERD,TX,30.49,-95
SHERIDAN,TX,29.51,-96.69
SHIRO,TX,30.63,-95.9
SILSBEE,TX,30.34,-94.18
SIMONTON,TX,29.68,-95.99
VALLEY LODGE,TX,29.68,-95.99
SNOOK,TX,30.49,-96.46
SOMERVILLE,TX,30.34,-96.53
SOUR LAKE,TX,30.13,-94.4
GRAYBURG,TX,30.13,-94.4
SOUTH HOUSTON,TX,29.66,-95.22
SPLENDORA,TX,30.23,-95.16
PATTON VILLAGE,TX,30.23,-95.16
PATTON VLG,TX,30.23,-95.16
RAYFORD,TX,30.06,-95.38
KLEIN,TX,30.06,-95.38
PANTHER CREEK,TX,30.06,-95.38
SPURGER,TX,30.69,-94.17
STAFFORD,TX,29.62,-95.56
MEADOWS PLACE,TX,29.62,-95.56
STOWELL,TX,29.78,-94.37
FIGRIDGE,TX,29.78,-94.37
SUGAR LAND,TX,29.61,-95.61
SWEENY,TX,29.04,-95.69
ASHWOOD,TX,29.04,-95.69
SUGAR VALLEY,TX,29.04,-95.69
TEXAS CITY,TX,29.4,-94.95
WEST TEXAS CITY,TX,29.4,-94.95
THICKET,TX,30.39,-94.63
THOMPSONS,TX,29.49,-95.61
HUFSMITH,TX,30.12,-95.59
TOMBALL,TX,30.12,-95.59
ROSE HILL,TX,30.09,-95.61
VAN VLECK,TX,29.03,-95.88
VIDOR,TX,30.12,-94
NORTH VIDOR,TX,30.12,-94
PINE FOREST,TX,30.12,-94
ROSE CITY,TX,30.12,-94
VILLAGE MILLS,TX,30.37,-94.35
WILDWOOD,TX,30.37,-94.35
VOTAW,TX,30.33,-94.56
WADSWORTH,TX,28.83,-95.93
WALLER,TX,30.05,-95.92
WALLIS,TX,29.63,-96.06
WALLISVILLE,TX,29.86,-94.69
WARREN,TX,30.61,-94.4
WASHINGTON,TX,30.33,-96.22
WEBSTER,TX,29.53,-95.11
FONDREN,TX,29.53,-95.11
WELLBORN,TX,30.53,-96.3
WEST COLUMBIA,TX,29.14,-95.64
EAST COLUMBIA,TX,29.14,-95.64
WHARTON,TX,29.31,-96.09
BURR,TX,29.31,-96.09
CRESCENT,TX,29.31,-96.09
DINSMORE,TX,29.31,-96.09
MACKAY,TX,29.31,-96.09
MAGNET,TX,29.31,-96.09
SPANISH CAMP,TX,29.31,-96.09
WHEELOCK,TX,30.91,-96.38
WILLIS,TX,30.42,-95.47
WINNIE,TX,29.81,-94.38
ABBOTT,TX,31.88,-97.07
MENLOW,TX,31.88,-97.07
ACKERLY,TX,32.52,-101.71
ADKINS,TX,29.37,-98.25
AGUA DULCE,TX,27.78,-97.9
ALAMO,TX,26.18,-98.11
CAMPO ALTO,TX,26.18,-98.11
EL GATO,TX,26.18,-98.11
ALICE,TX,27.75,-98.06
ALFRED,TX,27.75,-98.06
GUAJILLO,TX,27.75,-98.06
PALITO BLANCO,TX,27.75,-98.06
SAN JOSE,TX,27.75,-98.06
BEN BOLT,TX,27.63,-98.08
ALPINE,TX,30.36,-103.66
SUL ROSS,TX,30.36,-103.66
ANDREWS,TX,32.32,-102.54
AQUILLA,TX,31.85,-97.22
ARANSAS PASS,TX,27.9,-97.14
CITY BY THE SEA,TX,27.9,-97.14
CTY BY THE SE,TX,27.9,-97.14
ARANSPASS,TX,27.9,-97.14
ARMSTRONG,TX,26.82,-97.75
NORIAS,TX,26.82,-97.75
RUDOLPH,TX,26.82,-97.75
ASHERTON,TX,28.44,-99.76
ATASCOSA,TX,29.28,-98.73
AUSTIN,TX,30.26,-97.74
IRS SERVICE CENTER,TX,30.26,-97.74
TARRYTOWN,TX,30.26,-97.74
TRAVIS HEIGHTS,TX,30.26,-97.74
THE UNIVERSITY OF TEXAS,TX,30.26,-97.74
UNIVERSITY OF TEXAS,TX,30.26,-97.74
UT,TX,30.26,-97.74
BRUSHY CREEK,TX,30.26,-97.74
MOORES CROSSING,TX,30.26,-97.74
HORNSBY BEND,TX,30.26,-97.74
JOLLYVILLE,TX,30.26,-97.74
CAMP MABRY,TX,30.26,-97.74
FOUR POINTS,TX,30.26,-97.74
MARSHALL FORD,TX,30.26,-97.74
BEE CAVE,TX,30.26,-97.74
BEE CAVES,TX,30.26,-97.74
LAKEWAY,TX,30.26,-97.74
HUDSON BEND,TX,30.26,-97.74
SUNSET VALLEY,TX,30.26,-97.74
OAK HILL,TX,30.26,-97.74
CIRCLEVILLE,TX,30.26,-97.74
THE HILLS,TX,30.26,-97.74
VILLAGE OF THE HILLS,TX,30.26,-97.74
VLG O THE HLS,TX,30.26,-97.74
MONTOPOLIS,TX,30.26,-97.74
BLUFF SPRINGS,TX,30.26,-97.74
COLTON,TX,30.26,-97.74
PILOT KNOB,TX,30.26,-97.74
ROLLINGWOOD,TX,30.26,-97.74
WEST LAKE HILLS,TX,30.26,-97.74
WEST LAKE HLS,TX,30.26,-97.74
SAN LEANNA,TX,30.26,-97.74
DESSAU,TX,30.26,-97.74
DELL COMPUTERS,TX,30.26,-97.74
SPRINKLE,TX,30.26,-97.74
BALCONES,TX,30.26,-97.74
VETERANS ADMINISTRATION,TX,30.26,-97.74
DEPT OF PUBLIC SAFETY,TX,30.26,-97.74
STATE COMPTROLLER,TX,30.26,-97.74
TEXAS WORKFORCE COMMISSION,TX,30.26,-97.74
TX DEPT OF MOTOR VEHICLES,TX,30.26,-97.74
NCNB NATIONS BANK,TX,30.26,-97.74
CITY WATER AND LIGHT DEPT,TX,30.26,-97.74
SOUTHERN UNION GAS COMPANY,TX,30.26,-97.74
CAPITAL NATL TX COMMRC BANK,TX,30.26,-97.74
RMX,TX,30.27,-97.74
AUSTWELL,TX,28.39,-96.84
AVALON,TX,32.33,-96.8
AXTELL,TX,31.65,-96.97
BILLINGTON,TX,31.65,-96.97
ELK,TX,31.65,-96.97
BALMORHEA,TX,30.98,-103.74
BANDERA,TX,29.72,-99.07
BANQUETE,TX,27.85,-97.79
BARKSDALE,TX,29.7,-100.03
VANCE,TX,29.7,-100.03
BARSTOW,TX,31.46,-103.39
BARTLETT,TX,30.79,-97.42
BASTROP,TX,30.11,-97.3
CALVIN,TX,30.11,-97.3
CLEARVIEW,TX,30.11,-97.3
HILL,TX,30.11,-97.3
BATESVILLE,TX,28.94,-99.61
BAYSIDE,TX,28.09,-97.21
BEEVILLE,TX,28.4,-97.74
BELMONT,TX,29.53,-97.68
BELTON,TX,31.06,-97.46
MORGANS POINT RESORT,TX,31.06,-97.46
BENAVIDES,TX,27.59,-98.4
BERCLAIR,TX,28.5,-97.53
BERTRAM,TX,30.74,-98.05
JOPPA,TX,30.74,-98.05
MAHOMET,TX,30.74,-98.05
OATMEAL,TX,30.74,-98.05
TAMEGA,TX,30.74,-98.05
BIG BEND NATIONAL PARK,TX,29.28,-103.18
BG BND NTL PK,TX,29.28,-103.18
BIGFOOT,TX,29.05,-98.85
BIG SPRING,TX,32.24,-101.47
VEALMOOR,TX,32.24,-101.47
BIG WELLS,TX,28.56,-99.57
BISHOP,TX,27.58,-97.79
PALO ALTO,TX,27.58,-97.79
BLANCO,TX,30.09,-98.42
BLEIBLERVILLE,TX,30.02,-96.44
BLOOMING GROVE,TX,32.09,-96.71
BLOOMING GRV,TX,32.09,-96.71
BLOOMINGTON,TX,28.65,-96.9
BLUFFTON,TX,30.83,-98.49
BLUM,TX,32.14,-97.39
BERGHEIM,TX,29.81,-98.58
BOERNE,TX,29.8,-98.73
FAIR OAKS,TX,29.8,-98.73
FAIR OAKS RANCH,TX,29.8,-98.73
BRACKETTVILLE,TX,29.31,-100.41
BRANDON,TX,32.05,-96.96
BREMOND,TX,31.16,-96.67
HAMMOND,TX,31.16,-96.67
PETTEWAY,TX,31.16,-96.67
TIDWELL PRAIRIE,TX,31.16,-96.67
BRIGGS,TX,30.86,-97.91
OAKALLA,TX,30.86,-97.91
BROWNSVILLE,TX,25.92,-97.48
ACACIA LAKE,TX,25.92,-97.48
BOCA CHICA,TX,25.92,-97.48
BVILLE,TX,25.92,-97.48
EL JARDIN,TX,25.92,-97.48
KELLER CORNER,TX,25.92,-97.48
KENNEDY SHORES,TX,25.92,-97.48
PALM VILLAGE,TX,25.92,-97.48
PALO ALTO BATTLEFIELD NATION,TX,25.92,-97.48
PORTWAY ACRES,TX,25.92,-97.48
VILLA CAVAZOS,TX,25.92,-97.48
VILLA NUEVA,TX,25.92,-97.48
BRUCEVILLE,TX,31.33,-97.21
BRUCEVILLE EDDY,TX,31.33,-97.21
BRUNI,TX,27.42,-98.84
BUCHANAN DAM,TX,30.79,-98.43
INKS LAKE VILLAGE,TX,30.79,-98.43
BUCKHOLTS,TX,30.87,-97.12
SHARP,TX,30.87,-97.12
SOUTH ELM,TX,30.87,-97.12
VAL VERDE,TX,30.87,-97.12
YARRELTON,TX,30.87,-97.12
BUDA,TX,30.08,-97.83
CREEDMOOR,TX,30.08,-97.83
HAYS,TX,30.08,-97.83
MOUNTAIN CITY,TX,30.08,-97.83
MUSTANG RIDGE,TX,30.08,-97.83
BURLINGTON,TX,30.95,-96.86
BEN ARNOLD,TX,30.95,-96.86
CYCLONE,TX,30.95,-96.86
MEEKS,TX,30.95,-96.86
BURNET,TX,30.76,-98.22
BYNUM,TX,31.96,-97
CALLIHAM,TX,28.46,-98.35
CAMERON,TX,30.85,-96.97
MAYSFIELD,TX,30.85,-96.97
CROSS ROADS,TX,30.85,-96.97
HOYTE,TX,30.85,-96.97
JONES PRAIRIE,TX,30.85,-96.97
PETTIBONE,TX,30.85,-96.97
CAMPBELLTON,TX,28.75,-98.3
FASHING,TX,28.75,-98.3
CAMP WOOD,TX,29.66,-100.01
CANUTILLO,TX,31.91,-106.59
CARMINE,TX,30.14,-96.68
CARRIZO SPRINGS,TX,28.52,-99.85
CARRIZO SPGS,TX,28.52,-99.85
BRUNDAGE,TX,28.52,-99.85
CASTROVILLE,TX,29.34,-98.87
MICO,TX,29.53,-98.93
CATARINA,TX,28.35,-99.61
CAT SPRING,TX,29.84,-96.32
CEDAR CREEK,TX,30.08,-97.5
LOST PINES,TX,30.08,-97.5
CEDAR PARK,TX,30.51,-97.83
CENTER POINT,TX,29.93,-99.03
CAMP VERDE,TX,29.93,-99.03
CHAPMAN RANCH,TX,27.58,-97.45
CHARLOTTE,TX,28.85,-98.7
CHILTON,TX,31.29,-97.11
MOORESVILLE,TX,31.29,-97.11
NORTH PRAIRIE,TX,31.29,-97.11
CHINA SPRING,TX,31.67,-97.31
CHRISTINE,TX,28.78,-98.49
CIBOLO,TX,29.57,-98.23
CLIFTON,TX,31.78,-97.58
LAGUNA PARK,TX,31.78,-97.58
HURST SPRINGS,TX,31.78,-97.58
LAKEWOOD HARBOR,TX,31.78,-97.58
NORSE,TX,31.78,-97.58
SMITHS BEND,TX,31.78,-97.58
WOMACK,TX,31.78,-97.58
CLINT,TX,31.59,-106.22
COLUMBUS,TX,29.7,-96.55
HILLCREST,TX,29.7,-96.55
ALLEYTON,TX,29.74,-96.46
GLIDDEN,TX,29.67,-96.54
COMBES,TX,26.24,-97.72
COMBY,TX,26.24,-97.72
COMFORT,TX,29.97,-98.9
COMSTOCK,TX,29.68,-101.16
DRYDEN,TX,30.05,-102.12
CONCAN,TX,29.51,-99.73
CONCEPCION,TX,27.38,-98.27
CRUZ CALLE,TX,27.38,-98.27
RIOS,TX,27.38,-98.27
CONVERSE,TX,29.51,-98.31
COOLIDGE,TX,31.75,-96.65
ECHOLS,TX,31.75,-96.65
MUSTANG,TX,31.75,-96.65
COPPERAS COVE,TX,31.11,-97.9
TOPSEY,TX,31.11,-97.9
CORPUS CHRISTI,TX,27.8,-97.39
CRP CHRISTI,TX,27.8,-97.39
CC,TX,27.8,-97.39
PADRE ISLAND NATIONAL SEASHO,TX,27.8,-97.39
CORPUS CHRISTI ARMY DEPOT,TX,27.8,-97.39
CORPUS CHRISTI NAVAL AIR STA,TX,27.8,-97.39
PO BOXES,TX,27.8,-97.39
COST,TX,29.43,-97.56
BEBE,TX,29.43,-97.56
MONTHALIA,TX,29.43,-97.56
ARTESIA WELLS,TX,28.22,-99.29
COTULLA,TX,28.22,-99.29
LOS ANGELES,TX,28.43,-99.23
COUPLAND,TX,30.46,-97.38
BEYERSVILLE,TX,30.46,-97.38
COVINGTON,TX,32.17,-97.25
COYANOSA,TX,31.24,-103.07
CRANE,TX,31.39,-102.35
CRANFILLS GAP,TX,31.77,-97.82
CRAWFORD,TX,31.53,-97.44
OCEE,TX,31.53,-97.44
CRYSTAL CITY,TX,28.68,-99.82
CUERO,TX,29.09,-97.28
ARNECKEVILLE,TX,29.09,-97.28
CHEAPSIDE,TX,29.09,-97.28
CONCRETE,TX,29.09,-97.28
EDGAR,TX,29.09,-97.28
LINDENAU,TX,29.09,-97.28
STRATTON,TX,29.09,-97.28
DALE,TX,29.87,-97.53
MCMAHAN,TX,29.87,-97.53
LYTTON SPRINGS,TX,29.87,-97.53
TILMON,TX,29.87,-97.53
DAVILLA,TX,30.76,-97.18
DAWSON,TX,31.89,-96.71
SPRINGHILL,TX,31.89,-96.71
DELL CITY,TX,31.93,-105.2
SALT FLAT,TX,31.74,-105.08
DELMITA,TX,26.64,-98.4
EL CENTRO,TX,26.64,-98.4
LA REFORMA,TX,26.64,-98.4
DEL RIO,TX,29.37,-100.89
LAUGHLIN A F B,TX,29.37,-100.89
LAUGHLIN AFB,TX,29.37,-100.89
LAUGHLIN AFB BRANCH,TX,29.35,-100.78
CAROLINA REDEMPTION SERVICES,TX,29.37,-100.89
DEL VALLE,TX,30.16,-97.6
ELROY,TX,30.16,-97.6
GARFIELD,TX,30.16,-97.6
DEVINE,TX,29.14,-98.9
D HANIS,TX,29.35,-99.31
DILLEY,TX,28.66,-99.17
DERBY,TX,28.66,-99.17
DIVOT,TX,28.66,-99.17
DONNA,TX,26.16,-98.05
LA TIJERA,TX,26.16,-98.05
DOSS,TX,30.47,-99.18
DRIFTWOOD,TX,30.11,-98.03
DRIPPING SPRINGS,TX,30.18,-98.08
DRIPPING SPGS,TX,30.18,-98.08
HENLY,TX,30.18,-98.08
MOUNT SHARP,TX,30.18,-98.08
DRISCOLL,TX,27.67,-97.75
EAGLE PASS,TX,28.7,-100.49
EDCOUCH,TX,26.29,-97.96
MONTE ALTO,TX,26.29,-97.96
EDDY,TX,31.35,-97.3
BLEVINS,TX,31.35,-97.3
CEGO,TX,31.35,-97.3
DOT,TX,31.35,-97.3
EDINBURG,TX,26.29,-98.16
FAYSVILLE,TX,26.29,-98.16
LULL,TX,26.29,-98.16
RED GATE,TX,26.29,-98.16
SAN CARLOS,TX,26.29,-98.16
SAN JUAN COMMUNITY,TX,26.29,-98.16
EDNA,TX,28.97,-96.64
CORDELE,TX,28.97,-96.64
EL TORO,TX,28.97,-96.64
MORALES,TX,28.97,-96.64
EDROY,TX,27.93,-97.66
ELGIN,TX,30.34,-97.37
WEBBERVILLE,TX,30.34,-97.37
BEAUKISS,TX,30.34,-97.37
LITTIG,TX,30.34,-97.37
LUND,TX,30.34,-97.37
STRUCTURE,TX,30.34,-97.37
TYPE,TX,30.34,-97.37
EL INDIO,TX,28.51,-100.31
ELLINGER,TX,29.83,-96.7
ELMENDORF,TX,29.25,-98.33
SASPAMCO,TX,29.25,-98.33
ELM MOTT,TX,31.67,-97.1
EL PASO,TX,31.84,-106.43
YSLETA DEL SUR PUEBLO,TX,31.84,-106.43
YSLETA SUR,TX,31.84,-106.43
BIGGS FIELD,TX,31.84,-106.43
FORT BLISS,TX,31.84,-106.43
FT BLISS,TX,31.84,-106.43
WBAMC,TX,31.84,-106.43
HORIZON CITY,TX,31.84,-106.43
SOCORRO,TX,31.84,-106.43
M BANK,TX,31.84,-106.43
EL PASO ELECTRIC CO,TX,31.84,-106.43
EL PASO WATER UTILITIES,TX,31.84,-106.43
UNIV OF TX ELP,TX,31.84,-106.43
SOUTHERN UNION GAS CO,TX,31.84,-106.43
EL PASO NATURAL GAS,TX,31.84,-106.43
ELSA,TX,26.29,-97.99
ENGELMAN,TX,26.29,-97.99
ENCINAL,TX,28.04,-99.35
ENCINO,TX,26.93,-98.13
KELSAY,TX,26.93,-98.13
RACHAL,TX,26.93,-98.13
EVANT,TX,31.47,-98.14
BEE HOUSE,TX,31.47,-98.14
FABENS,TX,31.5,-106.15
FALCON HEIGHTS,TX,26.56,-99.12
FALCON HTS,TX,26.56,-99.12
FALCON VILLAGE,TX,26.56,-99.12
FALFURRIAS,TX,27.22,-98.14
FLOWELLA,TX,27.22,-98.14
FALLS CITY,TX,28.98,-98.02
MCCOY,TX,28.98,-98.02
CESTOHOWA,TX,28.98,-98.02
PAWELEKVILLE,TX,28.98,-98.02
FANNIN,TX,28.69,-97.21
FAYETTEVILLE,TX,29.9,-96.67
SHELBY,TX,29.9,-96.67
FENTRESS,TX,29.75,-97.76
FISCHER,TX,29.96,-98.26
FLAT,TX,31.31,-97.57
FLATONIA,TX,29.68,-97.1
CISTERN,TX,29.68,-97.1
FLOY,TX,29.68,-97.1
KOVAR,TX,29.68,-97.1
PRAHA,TX,29.68,-97.1
FLORENCE,TX,30.83,-97.79
FLORESVILLE,TX,29.13,-98.15
FORSAN,TX,32.11,-101.36
FORT DAVIS,TX,30.59,-103.9
MCDONALD OBS,TX,30.59,-103.9
MCDONALD OBSERVATORY,TX,30.59,-103.9
FORT HANCOCK,TX,31.51,-105.71
MC NARY,TX,31.51,-105.71
FORT STOCKTON,TX,30.89,-102.88
FOWLERTON,TX,28.45,-98.81
FRANCITAS,TX,28.8,-96.35
FREDERICKSBURG,TX,30.27,-98.87
FREDERICKSBRG,TX,30.27,-98.87
BANKERSMITH,TX,30.27,-98.87
BLUMENTHAL,TX,30.27,-98.87
CHERRY SPRING,TX,30.27,-98.87
FREDERICKSBG,TX,30.27,-98.87
GOLD,TX,30.27,-98.87
LUCKENBACK,TX,30.27,-98.87
MORRIS RANCH,TX,30.27,-98.87
SPRING CREEK,TX,30.27,-98.87
TIVYDALE,TX,30.27,-98.87
FREER,TX,27.88,-98.61
SEVEN SISTERS,TX,27.88,-98.61
FROST,TX,32.07,-96.8
EMMETT,TX,32.07,-96.8
FULTON,TX,28.07,-97.03
FULTON BEACH,TX,28.07,-97.03
GAIL,TX,32.77,-101.45
GANADO,TX,29.04,-96.51
GARCIASVILLE,TX,26.33,-98.71
GARDEN CITY,TX,31.87,-101.48
GARDENDALE,TX,32.02,-102.36
GATESVILLE,TX,31.44,-97.73
IZORO,TX,31.44,-97.73
LEON JUNCTION,TX,31.44,-97.73
SOUTH MOUNTAIN,TX,31.44,-97.73
SOUTH MTN,TX,31.44,-97.73
ARNETT,TX,31.44,-97.73
ATER,TX,31.44,-97.73
FORT GATES,TX,31.44,-97.73
LEVITA,TX,31.44,-97.73
MOUNTAIN,TX,31.44,-97.73
PIDCOKE,TX,31.44,-97.73
LANE MURRAY PRISON,TX,31.44,-97.73
ALFRED P HUGHES UNIT,TX,31.44,-97.73
HILLTOP UNIT TDC,TX,31.44,-97.73
CRAINE UNIT,TX,31.44,-97.73
GEORGETOWN,TX,30.64,-97.68
JONAH,TX,30.64,-97.68
ANDICE,TX,30.64,-97.68
SUN CITY,TX,30.64,-97.68
GEORGE WEST,TX,28.33,-98.11
GERONIMO,TX,29.66,-97.96
GIDDINGS,TX,30.18,-96.92
